National Basketball Association draft	instance of	recurring event
American football position	subclass of	position
film award category	subclass of	class of award
film award category	is metaclass for	film award
British Academy Film Awards	subclass of	film award
British Academy Film Awards	instance of	recurring event
British Academy Film Awards	instance of	group of awards
award for best supporting actor	subclass of	film award category
award for best supporting actor	different from	award for best leading actor
public school	subclass of	independent school
public school	different from	public school
planned community	subclass of	human settlement
census-designated place in the United States	subclass of	human settlement
census-designated place in the United States	subclass of	geographic location
town	different from	city
town	subclass of	city or town
town	next higher rank	city
economic activity	different from	industry
college of music	subclass of	higher education institution
college of music	subclass of	music school
college of music	different from	music school
music school	different from	college of music
ice hockey position	subclass of	position
plucked string instrument	instance of	family of musical instruments
role	subclass of	role
literary award	instance of	group of awards
Nebula Award	instance of	group of awards
Nebula Award	subclass of	literary award
university building	part of	university campus
broadcaster	said to be the same as	broadcaster
broadcaster	subclass of	organization
broadcaster	subclass of	media company
liberal arts college in the United States	subclass of	liberal arts college
radio format	Wikidata property	radio format
Goya Awards	subclass of	film award
Goya Awards	instance of	group of awards
award for best film by genre	subclass of	film award category
award for best film by genre	subclass of	award for best film
award for best film by genre	facet of	film
neighborhood	part of	city
neighborhood	properties for this type	country
non-metropolitan district	properties for this type	country
Golden Globe Award ceremony	instance of	award ceremony
Golden Globe Award ceremony	subclass of	award ceremony
district or neighborhood of Los Angeles	facet of	neighborhood
district or neighborhood of Los Angeles	instance of	neighborhood
show business profession	instance of	second-order class
show business profession	subclass of	profession
television genre	instance of	second-order class
film distributor	subclass of	media company
film distributor	subclass of	profession
film distributor	subclass of	filmmaking occupation
film distributor	different from	film distributor
Screen Actors Guild Award	subclass of	film award
Screen Actors Guild Award	instance of	group of awards
Primetime Emmy Award annual ceremony	subclass of	award ceremony
Primetime Emmy Award annual ceremony	instance of	recurring event
Grammy Awards	instance of	group of awards
Colleges That Change Lives	subclass of	liberal arts college
filmmaking occupation	subclass of	profession
baseball position	subclass of	position
military academy	subclass of	higher education institution
honorary award	subclass of	film award category
Tony Awards	subclass of	theatre award
Tony Awards	instance of	group of awards
television film	subclass of	film
ethnic minority group	subclass of	ethnic group
ethnic minority group	said to be the same as	ethnic group
theater of war	part of	war
historically black colleges and universities	has part(s) of the class	higher education institution
historically black colleges and universities	subclass of	higher education institution
theatrical occupation	subclass of	profession
theatrical occupation	subclass of	occupation
law school	subclass of	faculty
neighborhood in Boston	subclass of	neighborhood
faculty	subclass of	higher education institution
award for best photography	subclass of	film award category
Golden Raspberry Awards	subclass of	film award
Golden Raspberry Awards	instance of	group of awards
award for worst (...)	subclass of	class of award
college	said to be the same as	college
college	subclass of	higher education institution
community college	subclass of	higher education institution
award for best direction	subclass of	film award category
award for best direction	instance of	film award
Independent Spirit Awards	subclass of	film award
Independent Spirit Awards	instance of	group of awards
Filmfare Awards	subclass of	film award
Filmfare Awards	instance of	group of awards
Filmfare Awards	instance of	award ceremony
film award	field of work	film
season	subclass of	season
legislative term	subclass of	recurring event
MTV Movie & TV Awards	subclass of	film award
MTV Movie & TV Awards	instance of	group of awards
National Society of Film Critics Award	subclass of	film award
National Society of Film Critics Award	instance of	group of awards
award for best leading actress	subclass of	film award category
award for best leading actress	opposite of	award for best leading actor
award for best production design	subclass of	film award category
Genie Awards	subclass of	film award
Genie Awards	instance of	group of awards
Hong Kong Film Awards	subclass of	film award
Hong Kong Film Awards	instance of	recurring event
Hong Kong Film Awards	instance of	group of awards
poetry award	subclass of	literary award
poetry award	instance of	group of awards
theatre company	subclass of	production company
theatre company	subclass of	company
theatre company	subclass of	organization
