model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
roberta,sum,fb237_v2_ind,175,50,96,3,0.7917,0.017854,0.788967,0.016686,0.6577,0.029486,0.655633,0.019409,0.655633,0.019409,0.906867,0.018292,0.977933,0.007101,0.874667,386.733333
roberta,sum,fb237_v2_ind,175,50,64,3,0.793767,0.020655,0.788733,0.009351,0.660533,0.038005,0.657167,0.009502,0.657167,0.009502,0.9062,0.018071,0.980067,0.005169,0.864333,383.166667
roberta,sum,fb237_v2_ind,50,100,16,3,0.801467,0.015386,0.788367,0.01367,0.679167,0.026689,0.659967,0.013486,0.659967,0.013486,0.9012,0.019353,0.972267,0.010856,0.816833,138.066667
roberta,sum,fb237_v2_ind,200,50,32,3,0.790667,0.020233,0.788267,0.014691,0.653367,0.039002,0.655633,0.016381,0.655633,0.016381,0.906133,0.020732,0.975867,0.002479,0.8623,426.533333
roberta,sum,fb237_v2_ind,175,100,48,3,0.800267,0.014496,0.7874,0.026293,0.6763,0.019888,0.661967,0.024984,0.661967,0.024984,0.896867,0.033835,0.969333,0.020121,0.8146,386.933333
roberta,sum,fb237_v2_ind,150,50,80,3,0.791067,0.020955,0.787033,0.010902,0.656267,0.039931,0.6507,0.01507,0.6507,0.01507,0.908333,0.017702,0.976567,0.005661,0.8806,340.766667
roberta,sum,fb237_v2_ind,200,100,16,3,0.797033,0.01458,0.7864,0.020395,0.672,0.025442,0.654167,0.027167,0.654167,0.027167,0.902567,0.026833,0.977267,0.004891,0.816733,419.666667
roberta,sum,fb237_v2_ind,150,50,96,3,0.793833,0.015944,0.786333,0.01507,0.657733,0.028352,0.6507,0.016275,0.6507,0.016275,0.909667,0.025364,0.977967,0.007702,0.874467,339.1
roberta,sum,fb237_v2_ind,75,100,16,3,0.796267,0.01305,0.785967,0.019717,0.671367,0.025215,0.657767,0.024718,0.657767,0.024718,0.899733,0.024353,0.970867,0.010375,0.816367,189
roberta,sum,fb237_v2_ind,125,50,64,3,0.797467,0.023737,0.785833,0.014319,0.666933,0.035761,0.6529,0.011215,0.6529,0.011215,0.9019,0.023458,0.975833,0.007145,0.861667,280.666667
roberta,sum,fb237_v2_ind,200,50,96,3,0.793533,0.015351,0.7855,0.016451,0.6606,0.025352,0.6528,0.017655,0.6528,0.017655,0.908267,0.02514,0.972267,0.007681,0.8758,419.833333
roberta,sum,fb237_v2_ind,100,100,16,3,0.800567,0.018053,0.7854,0.013672,0.676333,0.032436,0.654933,0.015467,0.654933,0.015467,0.900467,0.020488,0.973033,0.002113,0.814433,233.466667
roberta,sum,fb237_v2_ind,125,50,96,3,0.791967,0.014895,0.784867,0.013032,0.6613,0.023051,0.655767,0.002438,0.655767,0.002438,0.898933,0.036766,0.970833,0.0121,0.863133,283.033333
roberta,sum,fb237_v2_ind,200,50,80,3,0.794933,0.022597,0.784167,0.011222,0.661967,0.041729,0.652167,0.011053,0.652167,0.011053,0.906167,0.02509,0.9801,0.003412,0.859767,434.366667
roberta,sum,fb237_v2_ind,125,50,80,3,0.7921,0.024704,0.784033,0.018034,0.6563,0.044965,0.6471,0.022912,0.6471,0.022912,0.909,0.020448,0.976533,0.007974,0.8733,287.233333
roberta,sum,fb237_v2_ind,175,100,16,3,0.802433,0.015242,0.784,0.017464,0.679833,0.029259,0.652067,0.020257,0.652067,0.020257,0.9026,0.022587,0.975133,0.002721,0.8158,383.166667
roberta,sum,fb237_v2_ind,175,50,80,3,0.7929,0.022011,0.783867,0.018591,0.657667,0.041763,0.6492,0.025074,0.6492,0.025074,0.905467,0.017426,0.973,0.008362,0.866333,389.033333
roberta,sum,fb237_v2_ind,175,50,48,3,0.796167,0.020368,0.783533,0.016822,0.6648,0.035864,0.6507,0.017578,0.6507,0.017578,0.898333,0.024239,0.9744,0.00795,0.863467,385.7
roberta,sum,fb237_v2_ind,150,100,16,3,0.8004,0.009762,0.7829,0.016983,0.6756,0.018281,0.649967,0.021612,0.649967,0.021612,0.899033,0.023043,0.974467,0.009322,0.8181,332.566667
roberta,sum,fb237_v2_ind,200,50,48,3,0.7907,0.019846,0.7828,0.015465,0.654233,0.038502,0.6493,0.019336,0.6493,0.019336,0.900433,0.023984,0.972267,0.004015,0.8779,426.9
roberta,sum,fb237_v2_ind,125,50,32,3,0.787267,0.019564,0.782267,0.020544,0.6485,0.031129,0.6464,0.024644,0.6464,0.024644,0.900433,0.02987,0.973733,0.006611,0.872533,286.8
roberta,sum,fb237_v2_ind,150,50,64,3,0.7932,0.019771,0.7822,0.014385,0.660533,0.035059,0.645767,0.015047,0.645767,0.015047,0.902567,0.023607,0.976533,0.007895,0.8832,338.1
roberta,sum,fb237_v2_ind,100,50,80,3,0.792267,0.019858,0.781733,0.016053,0.6577,0.037577,0.6429,0.017413,0.6429,0.017413,0.906167,0.020136,0.977967,0.005523,0.887333,239.066667
roberta,sum,fb237_v2_ind,200,50,64,3,0.7941,0.019649,0.781233,0.018513,0.662,0.034062,0.642167,0.019176,0.642167,0.019176,0.907467,0.03107,0.9751,0.0084,0.862567,423.066667
roberta,sum,fb237_v2_ind,75,50,32,3,0.789567,0.017836,0.7812,0.016309,0.6514,0.03243,0.6443,0.018466,0.6443,0.018466,0.899733,0.027088,0.9723,0.00795,0.888,190.066667
roberta,sum,fb237_v2_ind,75,50,80,3,0.7888,0.020561,0.7804,0.021372,0.652767,0.038165,0.6443,0.020493,0.6443,0.020493,0.9004,0.033521,0.975833,0.007101,0.8779,192
roberta,sum,fb237_v2_ind,125,50,48,3,0.791833,0.023713,0.7803,0.01543,0.656233,0.041412,0.640067,0.019572,0.640067,0.019572,0.904733,0.022197,0.977267,0.002747,0.881733,284.9
roberta,sum,fb237_v2_ind,150,50,32,3,0.789933,0.022066,0.779933,0.017235,0.654867,0.041754,0.640733,0.019598,0.640733,0.019598,0.906833,0.021671,0.972933,0.013886,0.875367,335.2
roberta,sum,fb237_v2_ind,75,50,96,3,0.795167,0.013812,0.779733,0.014,0.667067,0.021895,0.642933,0.013347,0.642933,0.013347,0.9005,0.021037,0.9737,0.009796,0.870033,190.033333
roberta,sum,fb237_v2_ind,100,50,32,3,0.788,0.023127,0.779733,0.013025,0.650733,0.038745,0.645067,0.013081,0.645067,0.013081,0.897,0.017204,0.972333,0.005701,0.8829,235.966667
roberta,sum,fb237_v2_ind,100,50,48,3,0.788733,0.020731,0.779433,0.015981,0.651333,0.03495,0.639333,0.018109,0.639333,0.018109,0.905467,0.024487,0.9716,0.007709,0.8851,238.466667
roberta,sum,fb237_v2_ind,150,50,48,3,0.793467,0.016469,0.7791,0.010301,0.658467,0.027435,0.640133,0.007932,0.640133,0.007932,0.9018,0.02895,0.973033,0.001537,0.875033,331.133333
roberta,sum,fb237_v2_ind,100,50,96,3,0.791867,0.019554,0.7789,0.013618,0.6578,0.036071,0.642933,0.012358,0.642933,0.012358,0.9048,0.015062,0.9744,0.009569,0.878067,238.6
roberta,sum,fb237_v2_ind,50,50,80,3,0.7896,0.022938,0.778833,0.018036,0.655533,0.040443,0.640733,0.019522,0.640733,0.019522,0.899733,0.032595,0.972267,0.010043,0.873833,139.533333
roberta,sum,fb237_v2_ind,75,50,48,3,0.792067,0.022384,0.7782,0.01149,0.658367,0.040148,0.6401,0.011519,0.6401,0.011519,0.9026,0.02763,0.974433,0.0059,0.880133,188.266667
roberta,sum,fb237_v2_ind,75,50,64,3,0.792767,0.019776,0.777967,0.02105,0.6578,0.036071,0.638567,0.027258,0.638567,0.027258,0.901167,0.02833,0.972967,0.008379,0.8724,191
roberta,sum,fb237_v2_ind,175,50,32,3,0.7859,0.018572,0.777633,0.012458,0.649233,0.035835,0.633767,0.013801,0.633767,0.013801,0.9062,0.01963,0.9751,0.005682,0.887367,385.6
roberta,sum,fb237_v2_ind,50,50,48,3,0.7884,0.022155,0.777333,0.019616,0.652767,0.032561,0.64,0.022494,0.64,0.022494,0.898367,0.020599,0.9723,0.008707,0.861233,138.533333
roberta,sum,fb237_v2_ind,50,50,64,3,0.786367,0.016313,0.777233,0.015264,0.65,0.03071,0.6386,0.018044,0.6386,0.018044,0.905467,0.01931,0.9723,0.0046,0.875967,138.866667
roberta,sum,fb237_v2_ind,100,50,64,3,0.790833,0.01985,0.7767,0.013628,0.659867,0.035474,0.6408,0.017806,0.6408,0.017806,0.892733,0.01536,0.967367,0.010153,0.8622,239.633333
roberta,sum,fb237_v2_ind,125,50,16,3,0.7831,0.024865,0.776133,0.021287,0.644167,0.042371,0.634267,0.028541,0.634267,0.028541,0.9012,0.020972,0.9708,0.013944,0.870533,282.433333
roberta,sum,fb237_v2_ind,175,50,16,3,0.782867,0.021808,0.776133,0.010698,0.6464,0.038816,0.638,0.011851,0.638,0.011851,0.8948,0.022844,0.973733,0.004539,0.8656,378.433333
roberta,sum,fb237_v2_ind,100,50,16,3,0.785167,0.025385,0.7761,0.022426,0.652733,0.041738,0.639967,0.024901,0.639967,0.024901,0.892633,0.027655,0.9709,0.007654,0.859,239.733333
roberta,sum,fb237_v2_ind,150,50,16,3,0.782933,0.021318,0.775967,0.019809,0.6464,0.032071,0.640067,0.01875,0.640067,0.01875,0.891867,0.035342,0.973,0.008839,0.867133,328.2
roberta,sum,fb237_v2_ind,75,50,16,3,0.783367,0.023746,0.7744,0.020358,0.649867,0.042019,0.638533,0.027148,0.638533,0.027148,0.885533,0.0281,0.974433,0.006558,0.871167,187.866667
roberta,sum,fb237_v2_ind,50,50,96,3,0.7914,0.01792,0.772133,0.015555,0.656367,0.031201,0.630167,0.012498,0.630167,0.012498,0.897633,0.023335,0.970867,0.010966,0.886933,138.066667
roberta,sum,fb237_v2_ind,200,50,16,3,0.785633,0.017965,0.771167,0.009252,0.648533,0.030014,0.630233,0.010152,0.630233,0.010152,0.899833,0.014167,0.968067,0.007488,0.878433,420.9
roberta,sum,fb237_v2_ind,50,50,16,3,0.782167,0.020455,0.771067,0.013618,0.645533,0.037008,0.6316,0.010157,0.6316,0.010157,0.896833,0.032742,0.9716,0.006657,0.877667,138.133333
roberta,sum,fb237_v2_ind,50,500,96,3,0.7737,0.006239,0.770467,0.021865,0.653467,0.015831,0.651333,0.026766,0.651333,0.026766,0.869267,0.020994,0.9538,0.012285,0.695467,119.433333
roberta,sum,fb237_v2_ind,150,500,96,3,0.7748,0.003509,0.770367,0.014178,0.6521,0.011494,0.650733,0.015317,0.650733,0.015317,0.865067,0.012133,0.953067,0.010366,0.6976,283.733333
roberta,sum,fb237_v2_ind,50,50,32,3,0.791667,0.017282,0.770267,0.018989,0.6542,0.028139,0.626567,0.024484,0.626567,0.024484,0.8977,0.01784,0.9694,0.010897,0.877733,137.966667
roberta,sum,fb237_v2_ind,200,500,80,3,0.770367,0.000289,0.770167,0.016974,0.6478,0.007451,0.6536,0.021214,0.6536,0.021214,0.861567,0.011632,0.953067,0.012438,0.688,336.933333
roberta,sum,fb237_v2_ind,200,500,96,3,0.770933,0.002079,0.769767,0.014664,0.6457,0.007049,0.648633,0.015317,0.648633,0.015317,0.8693,0.017517,0.954533,0.009433,0.6973,353.866667
roberta,sum,fb237_v2_ind,75,500,96,3,0.774067,0.00402,0.769567,0.016254,0.650633,0.012758,0.6486,0.018611,0.6486,0.018611,0.865067,0.013461,0.9552,0.01185,0.695167,164.066667
roberta,sum,fb237_v2_ind,125,500,96,3,0.774033,0.004429,0.769067,0.015602,0.6506,0.01473,0.6472,0.017732,0.6472,0.017732,0.865733,0.014406,0.955233,0.009822,0.694567,241.1
roberta,sum,fb237_v2_ind,175,500,96,3,0.772267,0.003213,0.7683,0.018798,0.6485,0.011803,0.645733,0.021853,0.645733,0.021853,0.8686,0.016888,0.953067,0.010366,0.698,325.4
roberta,sum,fb237_v2_ind,50,500,80,3,0.7695,0.003537,0.768167,0.018351,0.6449,0.011705,0.648533,0.022607,0.648533,0.022607,0.865767,0.01628,0.9545,0.011527,0.688767,104.866667
roberta,sum,fb237_v2_ind,75,500,80,3,0.7692,0.001249,0.7674,0.019665,0.646367,0.009122,0.6485,0.022402,0.6485,0.022402,0.8657,0.021915,0.952367,0.009473,0.6875,143.666667
roberta,sum,fb237_v2_ind,100,500,96,3,0.773233,0.00205,0.7671,0.020994,0.6514,0.005212,0.645633,0.028046,0.645633,0.028046,0.8643,0.016888,0.954533,0.009127,0.695867,201.966667
roberta,sum,fb237_v2_ind,125,500,80,3,0.7689,0.001253,0.7669,0.021492,0.644233,0.006404,0.6471,0.026595,0.6471,0.026595,0.860767,0.01386,0.9538,0.00918,0.6875,214.4
roberta,sum,fb237_v2_ind,100,500,80,3,0.769667,0.003591,0.765933,0.018408,0.647833,0.005948,0.645,0.023114,0.645,0.023114,0.8629,0.01351,0.951633,0.01273,0.688467,179.533333
roberta,sum,fb237_v2_ind,75,500,64,3,0.766233,0.004002,0.765,0.02226,0.644267,0.007489,0.645667,0.027515,0.645667,0.027515,0.8607,0.023227,0.9474,0.012786,0.678733,130.3
roberta,sum,fb237_v2_ind,150,500,80,3,0.770233,0.001193,0.764833,0.016284,0.6478,0.007451,0.6429,0.017806,0.6429,0.017806,0.867167,0.015814,0.951667,0.010649,0.687833,262.266667
roberta,sum,fb237_v2_ind,175,500,80,3,0.772033,0.003099,0.763833,0.016914,0.652133,0.007823,0.6457,0.021703,0.6457,0.021703,0.856533,0.016947,0.9524,0.00918,0.684167,296.266667
roberta,sum,fb237_v2_ind,150,500,64,3,0.764933,0.003711,0.762833,0.017222,0.640033,0.004102,0.645733,0.021853,0.645733,0.021853,0.856467,0.016748,0.946,0.009273,0.6839,233.366667
roberta,sum,fb237_v2_ind,125,500,64,3,0.770933,0.002499,0.761767,0.017842,0.650667,0.007646,0.639333,0.021774,0.639333,0.021774,0.860733,0.014746,0.947467,0.006735,0.680767,191.2
roberta,sum,fb237_v2_ind,175,10,80,3,0.770967,0.015261,0.761467,0.020189,0.629967,0.027979,0.6152,0.023681,0.6152,0.023681,0.895533,0.021577,0.965833,0.013393,0.913367,384.066667
roberta,sum,fb237_v2_ind,200,500,64,3,0.762867,0.002695,0.761333,0.021305,0.642167,0.002159,0.640667,0.030406,0.640667,0.030406,0.854367,0.015383,0.950967,0.011801,0.679233,292.8
roberta,sum,fb237_v2_ind,200,10,80,3,0.770033,0.018464,0.760433,0.016372,0.6263,0.03183,0.613067,0.019919,0.613067,0.019919,0.897733,0.01226,0.963733,0.01222,0.9135,424.566667
roberta,sum,fb237_v2_ind,50,500,64,3,0.768367,0.00345,0.760033,0.021479,0.6493,0.004521,0.6393,0.02733,0.6393,0.02733,0.8586,0.020396,0.9488,0.011945,0.679967,97.233333
roberta,sum,fb237_v2_ind,175,500,64,3,0.767667,0.002589,0.759567,0.016633,0.647767,0.01064,0.640767,0.019872,0.640767,0.019872,0.8565,0.017618,0.947467,0.006735,0.680533,265.1
roberta,sum,fb237_v2_ind,150,10,96,3,0.7667,0.01746,0.759533,0.011702,0.620733,0.029793,0.610967,0.015824,0.610967,0.015824,0.8977,0.015996,0.968767,0.003408,0.912967,337.1
roberta,sum,fb237_v2_ind,150,10,64,3,0.769667,0.021527,0.759367,0.019148,0.625667,0.036566,0.611633,0.024516,0.611633,0.024516,0.897667,0.016658,0.963733,0.008168,0.913667,338.1
roberta,sum,fb237_v2_ind,200,10,64,3,0.7697,0.01823,0.7592,0.015081,0.6256,0.029813,0.610233,0.017094,0.610233,0.017094,0.890567,0.018612,0.964433,0.008529,0.913433,423.9
roberta,sum,fb237_v2_ind,200,10,96,3,0.768533,0.014718,0.759033,0.012516,0.6235,0.028661,0.6096,0.011842,0.6096,0.011842,0.889833,0.025961,0.963733,0.008039,0.913333,432.466667
roberta,sum,fb237_v2_ind,125,10,96,3,0.771867,0.020583,0.7589,0.012939,0.627067,0.037192,0.609533,0.014683,0.609533,0.014683,0.8984,0.018373,0.968067,0.000404,0.913667,289.1
roberta,sum,fb237_v2_ind,150,10,80,3,0.766267,0.017272,0.758733,0.014939,0.619233,0.030987,0.610933,0.018048,0.610933,0.018048,0.891967,0.020402,0.9652,0.004854,0.913667,337.966667
roberta,sum,fb237_v2_ind,175,10,64,3,0.771333,0.021566,0.758133,0.016669,0.6278,0.037808,0.612467,0.021879,0.612467,0.021879,0.8878,0.020964,0.9659,0.005943,0.913433,380.4
roberta,sum,fb237_v2_ind,175,10,96,3,0.772133,0.02185,0.7578,0.012519,0.630633,0.035313,0.606,0.014174,0.606,0.014174,0.896967,0.01941,0.9694,0.009968,0.913133,386.366667
roberta,sum,fb237_v2_ind,100,500,48,3,0.7609,0.001931,0.7578,0.021832,0.637167,0.003398,0.637867,0.02795,0.637867,0.02795,0.8501,0.019486,0.944567,0.013854,0.6682,155.1
roberta,sum,fb237_v2_ind,125,10,80,3,0.7687,0.015635,0.757533,0.022729,0.625033,0.026106,0.6123,0.02904,0.6123,0.02904,0.889133,0.023929,0.968033,0.006612,0.913667,285.733333
roberta,sum,fb237_v2_ind,125,10,48,3,0.762533,0.023383,0.757067,0.019617,0.614233,0.035137,0.6124,0.016273,0.6124,0.016273,0.888367,0.030284,0.967267,0.012843,0.9054,283.5
roberta,sum,fb237_v2_ind,200,500,48,3,0.761467,0.001343,0.757033,0.023023,0.6386,0.004854,0.639267,0.029162,0.639267,0.029162,0.847933,0.020506,0.945267,0.014178,0.670333,285.833333
roberta,sum,fb237_v2_ind,75,10,64,3,0.768067,0.016371,0.756833,0.01385,0.6193,0.028971,0.608867,0.009604,0.608867,0.009604,0.889033,0.030715,0.9602,0.008525,0.913667,186.733333
roberta,sum,fb237_v2_ind,175,500,48,3,0.7616,0.002234,0.756733,0.017676,0.639233,0.008656,0.637233,0.022289,0.637233,0.022289,0.853,0.012692,0.9453,0.010624,0.670967,247.133333
roberta,sum,fb237_v2_ind,50,500,48,3,0.759433,0.003459,0.7567,0.020941,0.635767,0.00455,0.638633,0.028194,0.638633,0.028194,0.847967,0.015819,0.9453,0.009102,0.670533,91.6
roberta,sum,fb237_v2_ind,125,500,48,3,0.763233,0.002914,0.756533,0.019994,0.642867,0.005193,0.6358,0.024719,0.6358,0.024719,0.848667,0.020174,0.941733,0.014854,0.669667,185.1
roberta,sum,fb237_v2_ind,100,10,48,3,0.767467,0.019954,0.7565,0.014402,0.619933,0.028703,0.6075,0.013406,0.6075,0.013406,0.891233,0.025934,0.9659,0.009897,0.913167,237.166667
roberta,sum,fb237_v2_ind,200,10,48,3,0.7699,0.019449,0.756433,0.018698,0.624233,0.033893,0.607333,0.023975,0.607333,0.023975,0.888467,0.016533,0.9666,0.008443,0.912867,423.9
roberta,sum,fb237_v2_ind,100,500,64,3,0.765567,0.005771,0.756367,0.020579,0.644367,0.004302,0.636467,0.023295,0.636467,0.023295,0.855767,0.019845,0.9488,0.013582,0.674667,166.066667
roberta,sum,fb237_v2_ind,150,10,32,3,0.7665,0.021899,0.756233,0.019866,0.622033,0.035053,0.609533,0.023737,0.609533,0.023737,0.888433,0.021179,0.9616,0.009732,0.913433,333.033333
roberta,sum,fb237_v2_ind,75,500,48,3,0.759467,0.004447,0.756167,0.020372,0.6372,0.002433,0.6351,0.027875,0.6351,0.027875,0.858667,0.014204,0.944567,0.011879,0.6704,123.233333
roberta,sum,fb237_v2_ind,200,5,80,3,0.765733,0.01621,0.755967,0.016293,0.6206,0.028775,0.6081,0.019295,0.6081,0.019295,0.8885,0.013663,0.959433,0.015383,0.913833,431.1
roberta,sum,fb237_v2_ind,100,10,64,3,0.771133,0.017348,0.7558,0.017494,0.6285,0.032438,0.606733,0.023548,0.606733,0.023548,0.8849,0.023481,0.9673,0.005289,0.9136,237.5
roberta,sum,fb237_v2_ind,150,500,48,3,0.762633,0.001514,0.755467,0.016253,0.642133,0.007566,0.637233,0.021933,0.637233,0.021933,0.8495,0.005889,0.9446,0.008242,0.670467,219.733333
roberta,sum,fb237_v2_ind,200,5,64,3,0.764167,0.017662,0.7553,0.018812,0.618567,0.027125,0.607333,0.022095,0.607333,0.022095,0.892667,0.026529,0.963767,0.006,0.9139,428
