model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
roberta,sum,fb237_v3_ind,75,50,32,3,0.808967,0.003513,0.801133,0.006379,0.700133,0.008214,0.6894,0.006585,0.6894,0.006585,0.9036,0.013211,0.969733,0.013202,0.867733,300.233333
roberta,sum,fb237_v3_ind,75,50,16,3,0.8087,0.005803,0.798733,0.007814,0.7017,0.007093,0.6863,0.005495,0.6863,0.005495,0.896733,0.008866,0.9686,0.009608,0.872933,298.766667
roberta,sum,fb237_v3_ind,175,50,32,3,0.808567,0.003946,0.795833,0.008051,0.699033,0.006185,0.677133,0.006819,0.677133,0.006819,0.905133,0.012325,0.9717,0.006365,0.878867,656.6
roberta,sum,fb237_v3_ind,125,50,16,3,0.808367,0.004907,0.7951,0.001808,0.700967,0.004986,0.681333,0.0045,0.681333,0.0045,0.8948,0.008107,0.9698,0.008088,0.879767,479.8
roberta,sum,fb237_v3_ind,50,50,64,3,0.807867,0.00257,0.797233,0.011667,0.7017,0.009734,0.686667,0.015215,0.686667,0.015215,0.8906,0.010049,0.9694,0.00956,0.8609,226.2
roberta,sum,fb237_v3_ind,125,50,32,3,0.807733,0.003308,0.798833,0.0045,0.700167,0.00989,0.685567,0.008295,0.685567,0.008295,0.903567,0.012325,0.970967,0.00762,0.871833,483.1
roberta,sum,fb237_v3_ind,200,50,32,3,0.807733,0.001474,0.7962,0.001709,0.700533,0.007023,0.6817,0.004133,0.6817,0.004133,0.898233,0.007893,0.9709,0.005667,0.871167,738.1
roberta,sum,fb237_v3_ind,50,50,48,3,0.807633,0.005781,0.797167,0.005677,0.6998,0.006894,0.684033,0.001286,0.684033,0.001286,0.896333,0.012738,0.970533,0.009218,0.859033,234.166667
roberta,sum,fb237_v3_ind,50,50,80,3,0.807633,0.00592,0.7931,0.006864,0.700167,0.014955,0.6783,0.015022,0.6783,0.015022,0.8971,0.015231,0.9694,0.011511,0.870767,222.3
roberta,sum,fb237_v3_ind,50,50,32,3,0.8074,0.004095,0.8006,0.004071,0.701333,0.011288,0.6909,0.003412,0.6909,0.003412,0.897833,0.0061,0.972467,0.006413,0.857333,233.666667
roberta,sum,fb237_v3_ind,175,500,96,3,0.807133,0.007197,0.7981,0.001418,0.7117,0.008643,0.695133,0.011528,0.695133,0.011528,0.881767,0.012244,0.962133,0.006901,0.749667,646
roberta,sum,fb237_v3_ind,75,500,96,3,0.807067,0.006755,0.7995,0.001442,0.7109,0.011682,0.6974,0.006955,0.6974,0.006955,0.8833,0.013318,0.9625,0.005429,0.7508,295.266667
roberta,sum,fb237_v3_ind,100,50,16,3,0.806833,0.005802,0.794833,0.005622,0.699433,0.010111,0.6806,0.011049,0.6806,0.011049,0.896333,0.010446,0.965933,0.006924,0.868733,398.766667
roberta,sum,fb237_v3_ind,125,500,96,3,0.806567,0.009923,0.797167,0.002757,0.709767,0.013659,0.694333,0.006047,0.694333,0.006047,0.8825,0.008616,0.9621,0.002081,0.753167,478.633333
roberta,sum,fb237_v3_ind,50,500,96,3,0.806533,0.006313,0.798133,0.002055,0.710533,0.011237,0.6955,0.007957,0.6955,0.007957,0.882533,0.005773,0.962133,0.002303,0.750133,219.066667
roberta,sum,fb237_v3_ind,150,500,96,3,0.8056,0.006899,0.798833,0.001234,0.707833,0.007851,0.695867,0.007193,0.695867,0.007193,0.881367,0.013566,0.961367,0.00408,0.750333,575.133333
roberta,sum,fb237_v3_ind,200,500,96,3,0.8056,0.00943,0.798367,0.002627,0.707867,0.014204,0.695867,0.006503,0.695867,0.006503,0.881767,0.008656,0.9606,0.004715,0.748667,727.533333
roberta,sum,fb237_v3_ind,100,500,96,3,0.805167,0.006274,0.797367,0.002325,0.707033,0.009212,0.694733,0.009136,0.694733,0.009136,0.8791,0.011549,0.9625,0.006365,0.748967,394.066667
roberta,sum,fb237_v3_ind,100,500,80,3,0.804567,0.010275,0.796333,0.00281,0.708667,0.015426,0.6936,0.003236,0.6936,0.003236,0.8787,0.009569,0.960967,0.005314,0.7434,368.9
roberta,sum,fb237_v3_ind,150,500,80,3,0.804367,0.00713,0.7955,0.001044,0.707067,0.009473,0.691633,0.008947,0.691633,0.008947,0.877967,0.008716,0.9625,0.004629,0.7461,534.9
roberta,sum,fb237_v3_ind,50,500,80,3,0.804067,0.007225,0.796033,0.003325,0.7067,0.011867,0.692467,0.006201,0.692467,0.006201,0.8799,0.005856,0.962533,0.004329,0.746867,209.166667
roberta,sum,fb237_v3_ind,75,500,80,3,0.803833,0.008367,0.796233,0.000833,0.7048,0.0155,0.692033,0.005654,0.692033,0.005654,0.8768,0.008205,0.960967,0.006413,0.746033,275.733333
roberta,sum,fb237_v3_ind,175,500,80,3,0.8037,0.004715,0.7935,0.003208,0.705933,0.009212,0.6882,0.010085,0.6882,0.010085,0.880267,0.003001,0.959433,0.00462,0.7453,617.5
roberta,sum,fb237_v3_ind,200,500,64,3,0.803467,0.006784,0.796733,0.002857,0.707467,0.008799,0.695133,0.012433,0.695133,0.012433,0.877933,0.015088,0.960967,0.003101,0.739133,629.133333
roberta,sum,fb237_v3_ind,125,500,80,3,0.803333,0.005036,0.7957,0.004651,0.7063,0.007783,0.692433,0.01285,0.692433,0.01285,0.8772,0.002352,0.9621,0.004204,0.746733,451.3
roberta,sum,fb237_v3_ind,150,500,64,3,0.802733,0.009331,0.7964,0.001015,0.705933,0.014312,0.6951,0.005411,0.6951,0.005411,0.876833,0.005301,0.9587,0.006449,0.7401,487.8
roberta,sum,fb237_v3_ind,200,500,80,3,0.802167,0.007747,0.793367,0.003763,0.704,0.011819,0.688267,0.013432,0.688267,0.013432,0.878333,0.009917,0.960967,0.005948,0.745867,686.3
roberta,sum,fb237_v3_ind,100,500,64,3,0.801467,0.008857,0.792733,0.001002,0.704,0.011312,0.687867,0.008474,0.687867,0.008474,0.873733,0.012232,0.957133,0.004798,0.7389,352.4
roberta,sum,fb237_v3_ind,175,500,64,3,0.801067,0.008764,0.7959,0.00296,0.7048,0.015293,0.694733,0.005163,0.694733,0.005163,0.8753,0.007055,0.959833,0.003502,0.7407,546.533333
roberta,sum,fb237_v3_ind,50,500,64,3,0.800667,0.007481,0.7944,0.000721,0.702467,0.010132,0.691633,0.006698,0.691633,0.006698,0.875667,0.006615,0.958667,0.005752,0.739033,192.533333
roberta,sum,fb237_v3_ind,75,500,64,3,0.7999,0.006596,0.791933,0.003287,0.700933,0.00509,0.6875,0.010817,0.6875,0.010817,0.876067,0.004717,0.961367,0.001818,0.739433,256.2
roberta,sum,fb237_v3_ind,200,500,48,3,0.799333,0.007366,0.789367,0.000503,0.704,0.010256,0.6867,0.005951,0.6867,0.005951,0.871833,0.007267,0.955233,0.00869,0.7352,552.333333
roberta,sum,fb237_v3_ind,125,500,64,3,0.7991,0.005656,0.7916,0.005841,0.700567,0.011587,0.687467,0.013834,0.687467,0.013834,0.873733,0.006943,0.957533,0.005327,0.739067,409.8
roberta,sum,fb237_v3_ind,150,500,48,3,0.798767,0.008954,0.7882,0.004303,0.7017,0.011312,0.683633,0.006401,0.683633,0.006401,0.870667,0.009928,0.955267,0.004652,0.730333,421.9
roberta,sum,fb237_v3_ind,175,500,48,3,0.797733,0.009009,0.792867,0.002501,0.700567,0.010797,0.690167,0.006201,0.690167,0.006201,0.8768,0.008577,0.954833,0.009235,0.733133,476
roberta,sum,fb237_v3_ind,125,500,48,3,0.7977,0.007919,0.792133,0.002723,0.700567,0.00986,0.690167,0.008179,0.690167,0.008179,0.8722,0.006451,0.956,0.005803,0.7326,356.166667
roberta,sum,fb237_v3_ind,50,500,48,3,0.7971,0.007797,0.790967,0.002601,0.699767,0.010762,0.689367,0.008491,0.689367,0.008491,0.869167,0.007736,0.956767,0.005776,0.7319,164.633333
roberta,sum,fb237_v3_ind,75,500,48,3,0.797033,0.006987,0.788533,0.003609,0.6998,0.009914,0.683633,0.00858,0.683633,0.00858,0.8703,0.003923,0.9587,0.008122,0.732133,221.066667
roberta,sum,fb237_v3_ind,100,500,48,3,0.796667,0.007365,0.790167,0.002987,0.698633,0.010957,0.687433,0.010577,0.687433,0.010577,0.873367,0.010061,0.9537,0.006994,0.733,295.766667
roberta,sum,fb237_v3_ind,200,500,32,3,0.7945,0.006202,0.784433,0.001557,0.698633,0.011896,0.6817,0.005671,0.6817,0.005671,0.862267,0.001498,0.9533,0.005285,0.723667,472.933333
roberta,sum,fb237_v3_ind,175,500,32,3,0.794267,0.008696,0.784433,0.002442,0.6979,0.012046,0.680933,0.003011,0.680933,0.003011,0.866867,0.003099,0.9522,0.005941,0.723833,414.333333
roberta,sum,fb237_v3_ind,50,500,32,3,0.793667,0.008808,0.786233,0.003011,0.695967,0.010006,0.685933,0.003686,0.685933,0.003686,0.864167,0.005459,0.951067,0.005412,0.725633,144.766667
roberta,sum,fb237_v3_ind,75,500,32,3,0.7936,0.008931,0.7838,0.0011,0.696333,0.01073,0.680933,0.008848,0.680933,0.008848,0.8615,0.01226,0.9522,0.008117,0.7247,196.266667
roberta,sum,fb237_v3_ind,125,500,32,3,0.7931,0.007692,0.788333,0.004446,0.695167,0.00988,0.6867,0.003305,0.6867,0.003305,0.868767,0.006568,0.9552,0.006063,0.724633,310.133333
roberta,sum,fb237_v3_ind,150,500,32,3,0.7922,0.006183,0.784933,0.001106,0.694033,0.00898,0.682833,0.003721,0.682833,0.003721,0.864967,0.004411,0.9495,0.003504,0.722533,373.333333
roberta,sum,fb237_v3_ind,100,500,32,3,0.790833,0.008649,0.7859,0.002352,0.6929,0.009577,0.684,0.004309,0.684,0.004309,0.867633,0.005608,0.9514,0.004464,0.723,260.766667
roberta,sum,fb237_v3_ind,100,10,96,3,0.790167,0.004934,0.780133,0.011304,0.680967,0.014415,0.6657,0.022398,0.6657,0.022398,0.8791,0.011717,0.959833,0.002108,0.866,398.966667
roberta,sum,fb237_v3_ind,200,10,48,3,0.79,0.007269,0.772133,0.005129,0.675233,0.004907,0.65,0.013701,0.65,0.013701,0.878333,0.013994,0.9602,0.01053,0.915233,727.6
roberta,sum,fb237_v3_ind,125,10,80,3,0.789433,0.009282,0.7789,0.01113,0.678733,0.015019,0.664133,0.0157,0.664133,0.0157,0.8772,0.008095,0.957567,0.010892,0.872933,486.333333
roberta,sum,fb237_v3_ind,125,10,64,3,0.789233,0.005784,0.773533,0.006698,0.677133,0.006427,0.6557,0.009775,0.6557,0.009775,0.8753,0.023437,0.959467,0.010952,0.877,477.2
roberta,sum,fb237_v3_ind,200,10,80,3,0.788633,0.007338,0.7788,0.006935,0.672933,0.010011,0.657633,0.0092,0.657633,0.0092,0.889433,0.01105,0.960967,0.007143,0.916467,742.3
roberta,sum,fb237_v3_ind,200,10,96,3,0.788633,0.004106,0.7765,0.007645,0.6722,0.006609,0.654533,0.008864,0.654533,0.008864,0.8826,0.010106,0.962133,0.006296,0.916233,740.3
roberta,sum,fb237_v3_ind,175,10,48,3,0.788367,0.0042,0.7788,0.014744,0.6795,0.007471,0.662967,0.013094,0.662967,0.013094,0.881033,0.022113,0.958667,0.009034,0.893933,641.666667
roberta,sum,fb237_v3_ind,100,10,48,3,0.7883,0.001015,0.780033,0.007333,0.677167,0.000289,0.6649,0.0039,0.6649,0.0039,0.879467,0.018223,0.961733,0.011657,0.8826,397.666667
roberta,sum,fb237_v3_ind,150,10,80,3,0.788167,0.004769,0.776,0.009616,0.674867,0.005552,0.6565,0.020104,0.6565,0.020104,0.881033,0.009981,0.959833,0.010401,0.888833,578.2
roberta,sum,fb237_v3_ind,125,5,64,3,0.788133,0.00858,0.774433,0.005218,0.681733,0.008693,0.662233,0.008951,0.662233,0.008951,0.8703,0.015056,0.9533,0.00881,0.8418,472.066667
roberta,sum,fb237_v3_ind,175,10,64,3,0.788,0.006239,0.7767,0.006855,0.672967,0.005605,0.656467,0.00801,0.656467,0.00801,0.885633,0.015653,0.957133,0.0087,0.912233,654.866667
roberta,sum,fb237_v3_ind,150,10,96,3,0.787933,0.004119,0.775333,0.0071,0.672533,0.017812,0.6523,0.014828,0.6523,0.014828,0.888633,0.01452,0.9621,0.012131,0.910567,586.5
