model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
qwen,sum,fb237_v2_ind,200,100,48,3,0.814167,0.008891,0.805633,0.004375,0.696233,0.016504,0.6828,0.008915,0.6828,0.008915,0.924033,0.002173,0.975133,0.004706,0.839533,440.233333
qwen,sum,fb237_v2_ind,175,100,32,3,0.8129,0.009694,0.8056,0.001997,0.6948,0.016522,0.6857,0.010139,0.6857,0.010139,0.915467,0.009566,0.972967,0.010375,0.827167,363.966667
qwen,sum,fb237_v2_ind,50,100,32,3,0.814567,0.012365,0.805333,0.005886,0.694767,0.022522,0.684133,0.012138,0.684133,0.012138,0.914067,0.007607,0.976567,0.001801,0.8437,133.333333
qwen,sum,fb237_v2_ind,75,100,80,3,0.811867,0.009744,0.8051,0.00346,0.691267,0.019641,0.682,0.005157,0.682,0.005157,0.9198,0.001539,0.978,0.00302,0.855033,181.7
qwen,sum,fb237_v2_ind,175,100,80,3,0.814567,0.012413,0.805033,0.007206,0.6948,0.02105,0.6813,0.007312,0.6813,0.007312,0.9204,0.013077,0.974467,0.003683,0.837733,366.166667
qwen,sum,fb237_v2_ind,50,100,64,3,0.813267,0.00805,0.804967,0.006422,0.696367,0.015214,0.684133,0.00857,0.684133,0.00857,0.911933,0.008995,0.972333,0.001922,0.822033,130.333333
qwen,sum,fb237_v2_ind,100,100,80,3,0.8141,0.0127,0.804933,0.0103,0.692667,0.021842,0.676933,0.015875,0.676933,0.015875,0.924767,0.0039,0.9773,0.003122,0.841633,229.933333
qwen,sum,fb237_v2_ind,100,100,32,3,0.812867,0.014049,0.804533,0.007239,0.693333,0.024312,0.681967,0.01066,0.681967,0.01066,0.9155,0.007258,0.975133,0.004706,0.845067,231.266667
qwen,sum,fb237_v2_ind,150,100,64,3,0.815533,0.010013,0.804067,0.004771,0.6991,0.018507,0.677033,0.004234,0.677033,0.004234,0.921833,0.009623,0.975833,0.007101,0.8363,325.966667
qwen,sum,fb237_v2_ind,125,100,96,3,0.811533,0.011537,0.803767,0.005541,0.6927,0.019637,0.6763,0.007496,0.6763,0.007496,0.924033,0.009124,0.977967,0.003467,0.8559,274.333333
qwen,sum,fb237_v2_ind,50,100,80,3,0.811667,0.009888,0.803467,0.002702,0.691367,0.016593,0.6792,0.002848,0.6792,0.002848,0.916233,0.003465,0.975133,0.004706,0.8451,133.666667
qwen,sum,fb237_v2_ind,150,100,32,3,0.814533,0.014756,0.8031,0.007134,0.696233,0.020683,0.681267,0.008769,0.681267,0.008769,0.911933,0.013364,0.9716,0.003601,0.8313,321.4
qwen,sum,fb237_v2_ind,75,100,96,3,0.8146,0.010652,0.8028,0.005147,0.696967,0.0155,0.6749,0.007411,0.6749,0.007411,0.9191,0.001054,0.9787,0.002265,0.8507,178.233333
qwen,sum,fb237_v2_ind,75,100,32,3,0.812433,0.011304,0.802567,0.004842,0.6949,0.019771,0.677767,0.006516,0.677767,0.006516,0.916233,0.006021,0.973,0.00336,0.844533,180.866667
qwen,sum,fb237_v2_ind,175,100,48,3,0.815967,0.008846,0.802133,0.002566,0.6999,0.016455,0.679933,0.00405,0.679933,0.00405,0.914067,0.006473,0.976567,0.005661,0.850467,371.866667
qwen,sum,fb237_v2_ind,50,100,48,3,0.815367,0.010604,0.8019,0.012747,0.700533,0.018604,0.678367,0.016689,0.678367,0.016689,0.9141,0.01236,0.9723,0.004414,0.832733,134.066667
qwen,sum,fb237_v2_ind,175,100,96,3,0.810833,0.011836,0.801833,0.011143,0.692,0.01655,0.677,0.013924,0.677,0.013924,0.920467,0.007695,0.976567,0.003683,0.842133,364.333333
qwen,sum,fb237_v2_ind,150,100,48,3,0.814833,0.011643,0.8018,0.01305,0.701233,0.012832,0.6806,0.01025,0.6806,0.01025,0.910433,0.023939,0.9744,0.00795,0.827633,324.7
qwen,sum,fb237_v2_ind,125,50,48,3,0.8007,0.01364,0.801267,0.005294,0.6727,0.025104,0.674267,0.012544,0.674267,0.012544,0.914067,0.007144,0.979367,0.004649,0.877167,276.333333
qwen,sum,fb237_v2_ind,200,100,32,3,0.811133,0.013406,0.801233,0.00535,0.689133,0.025318,0.674933,0.008463,0.674933,0.008463,0.916967,0.001963,0.975133,0.006439,0.838367,435.766667
qwen,sum,fb237_v2_ind,100,100,16,3,0.811267,0.009493,0.8009,0.011701,0.691233,0.020219,0.674933,0.018266,0.674933,0.018266,0.916867,0.0117,0.972267,0.009626,0.836967,229.8
qwen,sum,fb237_v2_ind,175,100,16,3,0.811933,0.010067,0.800233,0.007304,0.694933,0.01584,0.6756,0.007355,0.6756,0.007355,0.914767,0.008753,0.972267,0.009626,0.8282,355.8
qwen,sum,fb237_v2_ind,100,50,96,3,0.803967,0.007206,0.799933,0.013723,0.6778,0.012217,0.6721,0.025839,0.6721,0.025839,0.919767,0.003402,0.973033,0.001234,0.8849,231.633333
qwen,sum,fb237_v2_ind,50,50,64,3,0.806333,0.006529,0.7994,0.007051,0.687033,0.007128,0.677,0.009616,0.677,0.009616,0.904833,0.008013,0.972967,0.007145,0.848,130.833333
qwen,sum,fb237_v2_ind,50,50,32,3,0.796367,0.014159,0.7991,0.003759,0.667667,0.024099,0.672867,0.009209,0.672867,0.009209,0.914733,0.01175,0.9716,0.001572,0.854833,132.866667
qwen,sum,fb237_v2_ind,150,100,16,3,0.807967,0.006361,0.799033,0.0105,0.6891,0.013426,0.676333,0.015789,0.676333,0.015789,0.9063,0.009392,0.9716,0.003601,0.8236,320
qwen,sum,fb237_v2_ind,100,50,64,3,0.8087,0.004924,0.7987,0.01052,0.6885,0.008508,0.670667,0.023396,0.670667,0.023396,0.920433,0.007087,0.975867,0.002902,0.8799,230.766667
qwen,sum,fb237_v2_ind,175,50,32,3,0.800367,0.01087,0.7986,0.009974,0.675633,0.017879,0.671367,0.015953,0.671367,0.015953,0.914067,0.007607,0.9751,0.008362,0.876833,360.6
qwen,sum,fb237_v2_ind,100,100,64,3,0.813033,0.010374,0.798433,0.013891,0.697,0.012851,0.669133,0.019661,0.669133,0.019661,0.9176,0.012909,0.975133,0.006726,0.837167,228.333333
qwen,sum,fb237_v2_ind,175,50,64,3,0.8102,0.006612,0.798433,0.004554,0.688467,0.012171,0.668567,0.01014,0.668567,0.01014,0.917633,0.004086,0.977233,0.006439,0.8815,362.533333
qwen,sum,fb237_v2_ind,150,50,48,3,0.804,0.011085,0.7983,0.003859,0.6798,0.016541,0.667167,0.009007,0.667167,0.009007,0.9176,0.009677,0.973767,0.004329,0.880133,320.5
qwen,sum,fb237_v2_ind,50,100,16,3,0.8119,0.009635,0.7982,0.009208,0.6934,0.013944,0.674867,0.007882,0.674867,0.007882,0.9069,0.015062,0.972267,0.008016,0.826533,133.466667
qwen,sum,fb237_v2_ind,75,100,16,3,0.8113,0.011686,0.7982,0.006223,0.6927,0.019637,0.674933,0.010598,0.674933,0.010598,0.9084,0.00755,0.969433,0.003646,0.817833,181.733333
qwen,sum,fb237_v2_ind,175,50,96,3,0.8096,0.013963,0.798167,0.003121,0.687733,0.02147,0.6721,0.008202,0.6721,0.008202,0.9162,0.008054,0.975867,0.006101,0.874767,373.466667
qwen,sum,fb237_v2_ind,125,50,64,3,0.804433,0.010627,0.797867,0.005424,0.677,0.017601,0.6678,0.009529,0.6678,0.009529,0.916933,0.009106,0.973767,0.004329,0.886333,269.733333
qwen,sum,fb237_v2_ind,75,100,48,3,0.810467,0.010651,0.797767,0.004879,0.6899,0.021429,0.667133,0.006178,0.667133,0.006178,0.917633,0.007702,0.974467,0.006158,0.838833,183.5
qwen,sum,fb237_v2_ind,200,100,16,3,0.809633,0.005953,0.797667,0.010484,0.6899,0.01115,0.672067,0.014651,0.672067,0.014651,0.911267,0.005269,0.971567,0.010882,0.837767,420.3
qwen,sum,fb237_v2_ind,200,50,80,3,0.8097,0.010352,0.7975,0.002343,0.690667,0.019583,0.6715,0.012164,0.6715,0.012164,0.914767,0.01757,0.975167,0.002139,0.8774,409.333333
qwen,sum,fb237_v2_ind,75,50,48,3,0.803367,0.013803,0.797233,0.008429,0.6756,0.025922,0.669167,0.01442,0.669167,0.01442,0.9113,0.002784,0.974433,0.009914,0.863933,181.566667
qwen,sum,fb237_v2_ind,75,50,32,3,0.803,0.009945,0.796867,0.013022,0.6792,0.015853,0.664133,0.019222,0.664133,0.019222,0.920467,0.006374,0.9765,0.007961,0.856767,183.4
qwen,sum,fb237_v2_ind,200,50,32,3,0.802667,0.01609,0.796867,0.006161,0.675533,0.028372,0.664233,0.011568,0.664233,0.011568,0.920533,0.001724,0.975833,0.003547,0.8782,409.066667
qwen,sum,fb237_v2_ind,125,50,32,3,0.802033,0.013418,0.7967,0.005092,0.676367,0.020304,0.665667,0.009091,0.665667,0.009091,0.916267,0.005198,0.9737,0.0052,0.8806,268.533333
qwen,sum,fb237_v2_ind,125,50,80,3,0.803267,0.011094,0.796633,0.005486,0.675567,0.017799,0.665033,0.0073,0.665033,0.0073,0.920533,0.006871,0.977967,0.003467,0.891467,271.766667
qwen,sum,fb237_v2_ind,175,50,80,3,0.8072,0.007766,0.7963,0.013617,0.682667,0.014355,0.665567,0.024135,0.665567,0.024135,0.915567,0.006921,0.975867,0.004496,0.876167,364.766667
qwen,sum,fb237_v2_ind,200,50,48,3,0.8072,0.011538,0.795667,0.002079,0.683433,0.020022,0.660733,0.002765,0.660733,0.002765,0.919767,0.007959,0.975133,0.006439,0.880367,415.8
qwen,sum,fb237_v2_ind,100,50,48,3,0.801767,0.011901,0.795233,0.007915,0.6756,0.023089,0.664233,0.011632,0.664233,0.011632,0.9148,0.006026,0.973033,0.005508,0.881833,225.733333
qwen,sum,fb237_v2_ind,100,50,32,3,0.799067,0.016563,0.7951,0.005027,0.667,0.027399,0.662867,0.009232,0.662867,0.009232,0.9205,0.002163,0.973733,0.006611,0.8927,227.766667
qwen,sum,fb237_v2_ind,125,50,96,3,0.8081,0.004244,0.795067,0.007501,0.684933,0.001518,0.664233,0.012066,0.664233,0.012066,0.912667,0.006552,0.975867,0.004496,0.883867,275.266667
qwen,sum,fb237_v2_ind,175,50,48,3,0.803267,0.009703,0.795067,0.005314,0.6756,0.017631,0.663567,0.008058,0.663567,0.008058,0.9212,0.003151,0.973733,0.007965,0.8908,367.5
qwen,sum,fb237_v2_ind,50,50,16,3,0.804633,0.008571,0.794567,0.009281,0.6848,0.012611,0.6685,0.014724,0.6685,0.014724,0.9027,0.011265,0.971533,0.006863,0.8599,134.1
qwen,sum,fb237_v2_ind,200,50,64,3,0.8088,0.012401,0.794267,0.007736,0.686933,0.019571,0.660667,0.012398,0.660667,0.012398,0.9176,0.011073,0.974467,0.003683,0.885867,414.8
qwen,sum,fb237_v2_ind,75,50,96,3,0.802133,0.011636,0.794033,0.01576,0.675533,0.022779,0.661233,0.026733,0.661233,0.026733,0.914767,0.006686,0.975167,0.003365,0.883067,183.033333
qwen,sum,fb237_v2_ind,200,50,96,3,0.8078,0.008845,0.793733,0.007976,0.6863,0.012818,0.659933,0.01521,0.659933,0.01521,0.920533,0.006871,0.973033,0.006881,0.8774,414.2
qwen,sum,fb237_v2_ind,75,50,16,3,0.8032,0.012389,0.7932,0.006006,0.677667,0.020294,0.6621,0.011626,0.6621,0.011626,0.909167,0.000757,0.9737,0.003483,0.872267,183.133333
qwen,sum,fb237_v2_ind,150,50,32,3,0.803767,0.010679,0.7931,0.00998,0.674933,0.019079,0.6607,0.012804,0.6607,0.012804,0.9183,0.010667,0.972967,0.006469,0.8708,314.033333
qwen,sum,fb237_v2_ind,125,100,16,3,0.810533,0.010698,0.792733,0.01976,0.696333,0.00895,0.674133,0.013835,0.674133,0.013835,0.895433,0.030617,0.967233,0.014603,0.8159,270.566667
qwen,sum,fb237_v2_ind,75,50,80,3,0.8031,0.01265,0.7922,0.008685,0.675533,0.020816,0.655667,0.01403,0.655667,0.01403,0.919833,0.010564,0.978667,0.005843,0.893867,184.033333
qwen,sum,fb237_v2_ind,50,50,80,3,0.803333,0.007044,0.791767,0.003667,0.6807,0.011265,0.657933,0.004844,0.657933,0.004844,0.913367,0.007102,0.978,0.00148,0.877267,134.266667
qwen,sum,fb237_v2_ind,100,50,80,3,0.801867,0.008981,0.791733,0.009052,0.673433,0.015736,0.6564,0.014502,0.6564,0.014502,0.917633,0.004311,0.976567,0.004409,0.8965,233.066667
qwen,sum,fb237_v2_ind,150,50,64,3,0.806267,0.007747,0.791667,0.003035,0.679867,0.011073,0.656467,0.003062,0.656467,0.003062,0.915533,0.003722,0.974433,0.002272,0.8901,327.766667
qwen,sum,fb237_v2_ind,75,50,64,3,0.801767,0.014465,0.7915,0.0104,0.674867,0.025625,0.659233,0.018882,0.659233,0.018882,0.911233,0.011416,0.974467,0.00751,0.877033,180.533333
qwen,sum,fb237_v2_ind,150,50,96,3,0.806533,0.011262,0.791367,0.008187,0.680533,0.019661,0.654233,0.015931,0.654233,0.015931,0.9205,0.006006,0.9773,0.004161,0.893767,332.233333
qwen,sum,fb237_v2_ind,150,50,80,3,0.804233,0.011946,0.791367,0.010527,0.676967,0.019475,0.653533,0.017225,0.653533,0.017225,0.921233,0.002818,0.975867,0.003467,0.8952,325.7
qwen,sum,fb237_v2_ind,50,50,96,3,0.8027,0.010088,0.7911,0.006279,0.6777,0.01668,0.659233,0.013328,0.659233,0.013328,0.9063,0.003995,0.975167,0.004067,0.870767,133.633333
qwen,sum,fb237_v2_ind,100,50,16,3,0.802367,0.016832,0.790633,0.002996,0.6769,0.026501,0.655767,0.002438,0.655767,0.002438,0.9148,0.003251,0.973,0.004668,0.8766,229.1
qwen,sum,fb237_v2_ind,50,50,48,3,0.8018,0.007402,0.7904,0.004518,0.6728,0.011819,0.658633,0.009413,0.658633,0.009413,0.9105,0.01215,0.973,0.006782,0.878467,133.933333
qwen,sum,fb237_v2_ind,150,50,16,3,0.799533,0.012548,0.790367,0.00659,0.670533,0.015629,0.657233,0.009693,0.657233,0.009693,0.9155,0.007862,0.9744,0.003989,0.874733,311.8
qwen,sum,fb237_v2_ind,125,50,16,3,0.794067,0.011295,0.790333,0.007772,0.6606,0.020926,0.657833,0.011109,0.657833,0.011109,0.911933,0.007617,0.9723,0.002326,0.884767,276.1
qwen,sum,fb237_v2_ind,200,50,16,3,0.7996,0.009498,0.787567,0.005659,0.671267,0.012434,0.652233,0.002845,0.652233,0.002845,0.9126,0.01506,0.9694,0.010859,0.877633,395
qwen,sum,fb237_v2_ind,175,50,16,3,0.796867,0.01119,0.781467,0.013222,0.671267,0.016657,0.647867,0.015296,0.647867,0.015296,0.903433,0.012438,0.965867,0.01091,0.858167,361.4
qwen,sum,fb237_v2_ind,150,10,80,3,0.782867,0.012848,0.780767,0.009431,0.645567,0.020728,0.641467,0.015395,0.641467,0.015395,0.906267,0.010285,0.970867,0.005505,0.914133,327.233333
qwen,sum,fb237_v2_ind,175,500,96,3,0.790467,0.006463,0.780367,0.013769,0.671533,0.010481,0.6599,0.019104,0.6599,0.019104,0.881367,0.021076,0.960267,0.001686,0.7066,326.3
qwen,sum,fb237_v2_ind,125,10,96,3,0.788433,0.008153,0.780167,0.014242,0.6536,0.009992,0.641433,0.03206,0.641433,0.03206,0.9064,0.010526,0.9702,0.005495,0.9006,278.266667
qwen,sum,fb237_v2_ind,150,500,96,3,0.789067,0.001966,0.778567,0.011518,0.6722,0.008854,0.655,0.015301,0.655,0.015301,0.8792,0.023756,0.9595,0.0048,0.708333,280.633333
qwen,sum,fb237_v2_ind,100,500,96,3,0.790567,0.004045,0.778133,0.009995,0.672867,0.004409,0.6536,0.012657,0.6536,0.012657,0.885633,0.01727,0.960933,0.003745,0.7078,194.533333
qwen,sum,fb237_v2_ind,175,10,80,3,0.785333,0.00993,0.777933,0.009897,0.647133,0.012788,0.634333,0.020831,0.634333,0.020831,0.9106,0.001735,0.970833,0.008386,0.914067,370.666667
qwen,sum,fb237_v2_ind,125,500,96,3,0.788933,0.002836,0.7779,0.011195,0.671433,0.00106,0.6529,0.014756,0.6529,0.014756,0.884167,0.020453,0.9624,0.002869,0.706267,235.533333
qwen,sum,fb237_v2_ind,75,500,96,3,0.788367,0.003301,0.777833,0.013402,0.67,0.001769,0.654967,0.020335,0.654967,0.020335,0.879933,0.018842,0.9595,0.004168,0.705233,156.3
qwen,sum,fb237_v2_ind,200,500,80,3,0.789833,0.003686,0.777767,0.012806,0.674333,0.006852,0.6564,0.01419,0.6564,0.01419,0.876367,0.02009,0.958133,0.001721,0.701933,358.866667
qwen,sum,fb237_v2_ind,50,500,96,3,0.789767,0.002031,0.7777,0.0127,0.673567,0.003202,0.654967,0.014786,0.654967,0.014786,0.8813,0.023246,0.961667,0.004136,0.705467,114.6
qwen,sum,fb237_v2_ind,200,10,80,3,0.7856,0.010429,0.777633,0.014925,0.6464,0.013771,0.635,0.02749,0.635,0.02749,0.909167,0.009151,0.9716,0.002179,0.913967,419.6
qwen,sum,fb237_v2_ind,175,500,80,3,0.785433,0.002894,0.777133,0.016802,0.665,0.001082,0.6549,0.024645,0.6549,0.024645,0.8792,0.023246,0.960267,0.001686,0.696767,308.733333
qwen,sum,fb237_v2_ind,200,500,96,3,0.788667,0.004022,0.7769,0.011704,0.670033,0.004325,0.653567,0.01563,0.653567,0.01563,0.8806,0.021567,0.961667,0.004524,0.704333,384.6
qwen,sum,fb237_v2_ind,50,5,64,3,0.776167,0.01902,0.776667,0.01322,0.644667,0.03735,0.645733,0.018119,0.645733,0.018119,0.897667,0.019829,0.964467,0.008958,0.848433,130.066667
qwen,sum,fb237_v2_ind,150,10,96,3,0.787,0.009615,0.776433,0.006549,0.6485,0.014686,0.6301,0.01814,0.6301,0.01814,0.912033,0.00569,0.968767,0.001222,0.913567,333.566667
qwen,sum,fb237_v2_ind,175,10,64,3,0.783233,0.007956,0.7764,0.006824,0.645033,0.011582,0.636533,0.015627,0.636533,0.015627,0.907033,0.011983,0.965933,0.00255,0.9047,370.133333
qwen,sum,fb237_v2_ind,150,10,64,3,0.7857,0.010266,0.775367,0.007767,0.649133,0.01997,0.6295,0.012719,0.6295,0.012719,0.907733,0.002603,0.974367,0.007651,0.914,329.466667
qwen,sum,fb237_v2_ind,125,10,80,3,0.785967,0.008638,0.775267,0.010433,0.6478,0.015459,0.6322,0.020179,0.6322,0.020179,0.905633,0.002479,0.9723,0.003659,0.913833,281.233333
qwen,sum,fb237_v2_ind,150,5,64,3,0.7793,0.009465,0.775167,0.012303,0.6413,0.017122,0.630733,0.025325,0.630733,0.025325,0.907733,0.002303,0.966633,0.001266,0.9143,328.333333
qwen,sum,fb237_v2_ind,200,10,48,3,0.7875,0.016232,0.775133,0.008277,0.6512,0.027144,0.632933,0.01675,0.632933,0.01675,0.905633,0.006161,0.969433,0.007716,0.914067,413.2
qwen,sum,fb237_v2_ind,175,10,96,3,0.7852,0.007367,0.775033,0.011529,0.647767,0.009912,0.630133,0.019407,0.630133,0.019407,0.9056,0.00905,0.9688,0.010737,0.914133,372.633333
qwen,sum,fb237_v2_ind,125,10,48,3,0.781733,0.009361,0.774533,0.009828,0.641367,0.013966,0.631533,0.018922,0.631533,0.018922,0.904933,0.005605,0.9709,0.0031,0.913333,278.766667
qwen,sum,fb237_v2_ind,150,5,80,3,0.780167,0.008776,0.774333,0.007736,0.641367,0.01193,0.6337,0.015215,0.6337,0.015215,0.904233,0.000907,0.9709,0.00336,0.9143,331.733333
qwen,sum,fb237_v2_ind,100,10,80,3,0.7785,0.007862,0.774333,0.004077,0.637867,0.011683,0.630867,0.012543,0.630867,0.012543,0.9049,0.007055,0.973033,0.003083,0.912133,232.166667
qwen,sum,fb237_v2_ind,75,5,80,3,0.774833,0.016519,0.7743,0.007871,0.635633,0.024427,0.6344,0.022009,0.6344,0.022009,0.9049,0.00275,0.964533,0.000874,0.900933,182.833333
qwen,sum,fb237_v2_ind,150,500,80,3,0.7855,0.002352,0.774233,0.01443,0.666467,0.001457,0.6507,0.020403,0.6507,0.020403,0.8771,0.017691,0.958833,0.002926,0.699233,268.566667
qwen,sum,fb237_v2_ind,200,5,80,3,0.786033,0.009567,0.774167,0.01466,0.648533,0.015102,0.6308,0.024016,0.6308,0.024016,0.909867,0.011774,0.968767,0.001222,0.9143,423.8
qwen,sum,fb237_v2_ind,125,500,80,3,0.783167,0.003729,0.7741,0.014707,0.661433,0.010804,0.650667,0.019697,0.650667,0.019697,0.877133,0.015674,0.9588,0.003799,0.6926,221.966667
qwen,sum,fb237_v2_ind,200,10,32,3,0.783967,0.012606,0.773933,0.011208,0.6442,0.019312,0.630767,0.023707,0.630767,0.023707,0.906333,0.003635,0.968067,0.005518,0.913833,419.833333
qwen,sum,fb237_v2_ind,125,500,64,3,0.7835,0.005188,0.773933,0.011451,0.664333,0.011034,0.652867,0.014878,0.652867,0.014878,0.874233,0.024124,0.953833,0.005934,0.690667,195.333333
qwen,sum,fb237_v2_ind,75,500,80,3,0.7855,0.003378,0.7739,0.01255,0.6671,0.005074,0.6514,0.015488,0.6514,0.015488,0.8778,0.020355,0.959567,0.002434,0.7005,151.733333
qwen,sum,fb237_v2_ind,175,5,64,3,0.783133,0.010696,0.7739,0.010708,0.6471,0.013663,0.631567,0.023852,0.631567,0.023852,0.9049,0.004957,0.964467,0.009851,0.904067,376.733333
qwen,sum,fb237_v2_ind,150,10,48,3,0.782433,0.011257,0.7738,0.009258,0.6442,0.016479,0.630067,0.021726,0.630067,0.021726,0.903567,0.012033,0.9695,0.002458,0.914033,327.733333
qwen,sum,fb237_v2_ind,75,10,96,3,0.785867,0.010083,0.773733,0.009028,0.651433,0.009366,0.6323,0.019195,0.6323,0.019195,0.9028,0.001682,0.966633,0.001629,0.908933,181.466667
qwen,sum,fb237_v2_ind,50,500,80,3,0.783667,0.001457,0.7737,0.01445,0.6643,0.004804,0.649267,0.021084,0.649267,0.021084,0.8771,0.021719,0.958133,0.001305,0.694067,110.733333
qwen,sum,fb237_v2_ind,75,10,32,3,0.781833,0.007959,0.773633,0.012279,0.6421,0.010914,0.628667,0.020158,0.628667,0.020158,0.909833,0.005369,0.968767,0.009803,0.914133,178.766667
qwen,sum,fb237_v2_ind,50,10,80,3,0.778167,0.015971,0.773467,0.01526,0.6443,0.022085,0.637267,0.025846,0.637267,0.025846,0.894167,0.009833,0.968033,0.006612,0.887167,131.6
qwen,sum,fb237_v2_ind,100,10,96,3,0.778133,0.010286,0.7734,0.008434,0.6328,0.018234,0.625833,0.019498,0.625833,0.019498,0.9099,0.004173,0.968033,0.007966,0.9139,232.333333
qwen,sum,fb237_v2_ind,200,10,64,3,0.7828,0.006353,0.773333,0.011472,0.642767,0.011754,0.629433,0.019087,0.629433,0.019087,0.907033,0.002919,0.970167,0.005686,0.914033,413.733333
qwen,sum,fb237_v2_ind,200,10,96,3,0.787133,0.01108,0.773267,0.006596,0.6457,0.016844,0.626567,0.016961,0.626567,0.016961,0.904933,0.004025,0.970233,0.008857,0.9139,425.666667
qwen,sum,fb237_v2_ind,175,5,80,3,0.7834,0.014412,0.773067,0.010312,0.6456,0.019116,0.630133,0.017591,0.630133,0.017591,0.904967,0.007753,0.968033,0.005979,0.9143,376.133333
qwen,sum,fb237_v2_ind,175,5,32,3,0.781233,0.012962,0.772967,0.008058,0.642867,0.015516,0.630133,0.019348,0.630133,0.019348,0.9071,0.007374,0.9666,0.008903,0.9143,374.733333
qwen,sum,fb237_v2_ind,75,1,80,3,0.769767,0.012301,0.772833,0.007729,0.6442,0.012759,0.654333,0.019513,0.654333,0.019513,0.873733,0.007092,0.951033,0.009309,0.812333,182.1
qwen,sum,fb237_v2_ind,175,10,32,3,0.7818,0.01528,0.772767,0.00904,0.640667,0.023283,0.627267,0.022495,0.627267,0.022495,0.907167,0.013735,0.971633,0.011759,0.912767,370.8
qwen,sum,fb237_v2_ind,100,500,80,3,0.7874,0.003509,0.7727,0.010906,0.669933,0.003907,0.6472,0.012083,0.6472,0.012083,0.877067,0.022407,0.957367,0.006144,0.700967,188.366667
qwen,sum,fb237_v2_ind,175,10,48,3,0.780567,0.009555,0.772567,0.007286,0.6414,0.012617,0.628033,0.01388,0.628033,0.01388,0.9106,0.002646,0.967333,0.008088,0.914067,382.666667
qwen,sum,fb237_v2_ind,150,10,32,3,0.780967,0.013313,0.7725,0.009842,0.639933,0.02115,0.626533,0.022172,0.626533,0.022172,0.906333,0.004626,0.969467,0.006108,0.914067,327.933333
