health problem	subclass of	health risk
men's association football team	subclass of	association football team
men's association football team	different from	association football team
men's association football team	different from	women's association football team
men's association football team	opposite of	women's association football team
battle	part of	war
battle	properties for this type	country
local Internet registry	subclass of	organization
nonprofit organization	subclass of	organization
nonprofit organization	instance of	industry
nonprofit organization	properties for this type	country
sports discipline	subclass of	type of sport
sports discipline	different from	type of sport
record company	subclass of	business
record label	subclass of	brand
record label	Wikidata property	record label
record label	different from	record company
record label	facet of	record company
award for best film	subclass of	film award category
Academy Awards	different from	Academy Awards ceremony
city of Pennsylvania	subclass of	city in the United States
religion	permanent duplicated item	religion
planned community	subclass of	human settlement
association football position	subclass of	position
ethnic group	different from	people
ethnic group	different from	nation
ethnic group	Wikidata property	ethnic group
ethnic group	properties for this type	ethnic group
people	said to be the same as	nation
people	has part(s)	human
people	different from	ethnic group
people	different from	human
people	different from	nation
public university	subclass of	university
public university	opposite of	private university
open-access publisher	subclass of	publishing company
comprehensive university	subclass of	university
administrative city in the Republic of Ireland	subclass of	city
color	instance of	second-order class
color	Wikidata property	color
color	model item	primary color
university	subclass of	higher education institution
university	properties for this type	country
university	uses	university building
higher education institution	subclass of	educational institution
educational organization	subclass of	organization
educational organization	said to be the same as	educational institution
educational organization	different from	educational institution
Christian denominational family	has part(s)	Christian denomination
province of Pakistan	subclass of	first-level administrative division
comedic genre	subclass of	art genre
radio genre	subclass of	genre
television series genre	is metaclass for	television series
historic county of England	subclass of	historic county of the United Kingdom
institute of technology	subclass of	university
public research university	subclass of	public university
University of Excellence	subclass of	university
Catholic cathedral	properties for this type	country
association football team	different from	association football club
association football team	different from	women's association football team
association football team	different from	men's association football team
association football team	part of	association football club
food ingredient	subclass of	ingredient
food ingredient	different from	ingredient
ingredient	different from	food ingredient
national language	subclass of	language
dialect group	has part(s)	dialect
multiethnolect	subclass of	dialect
airline	properties for this type	country
baseball team	properties for this type	country
award for best supporting actor	subclass of	film award category
taxon	instance of	second-order class
miniseries	different from	television series
credit institution	subclass of	business
enterprise	subclass of	organization
enterprise	subclass of	business
enterprise	said to be the same as	business
enterprise	different from	company
enterprise	properties for this type	industry
enterprise	properties for this type	country
bank	subclass of	enterprise
designated intractable/rare disease	subclass of	rare disease
designated intractable/rare disease	different from	rare disease
rare disease	subclass of	disease
specialty channel	subclass of	television network
musical duo	subclass of	musical group
national cuisine	part of	nation
publishing company	properties for this type	country
publishing company	subclass of	company
city in New Jersey	subclass of	city in the United States
town	different from	big city
town	different from	city
town	next higher rank	city
military occupation	subclass of	occupation
military occupation	different from	occupation
encyclopedia article	instance of	literary genre
film genre	instance of	second-order class
filmmaking occupation	subclass of	profession
title of authority	subclass of	job title
title of authority	subclass of	position
title of authority	different from	position
title of authority	said to be the same as	position
county of Ireland	subclass of	first-level administrative division
professional degree	subclass of	academic degree
postgraduate degree	subclass of	academic degree
postgraduate degree	follows	undergraduate degree
postgraduate degree	instance of	academic degree
basketball position	subclass of	position
media franchise	Wikidata property	media franchise
higher education institution directly under Ministry of Education of the People’s Republic of China	subclass of	higher education institution
vice-ministerial level university	subclass of	university
board game publishing company	subclass of	publishing company
board game publishing company	subclass of	organization
town in the United States	different from	city in the United States
award for best photography	subclass of	film award category
land-grant university	subclass of	university
film remake	subclass of	remake
mountain system	subclass of	geographic region
collegiate university	subclass of	university
broadcaster	partially coincident with	television network
broadcaster	said to be the same as	broadcaster
broadcaster	subclass of	organization
television channel	different from	television network
United States cable news	subclass of	cable channel
United States cable news	subclass of	news program
Olympic sport	subclass of	type of sport
city of Oregon	subclass of	city in the United States
academic degree	Wikidata property	academic degree
academic degree	different from	academic degree
academic degree	subclass of	award
class of award	subclass of	award
class of award	instance of	second-order class
Golden Globe Awards	instance of	award
animated television series	subclass of	television series
award for best short film by genre	subclass of	film award category
award for best production design	subclass of	film award category
women's association football team	subclass of	association football team
women's association football team	opposite of	men's association football team
women's association football team	different from	association football team
women's association football team	different from	men's association football team
standard time zone in North America	subclass of	time zone
Academy Awards ceremony	subclass of	award ceremony
news program	instance of	radio genre
Golden Globe Award ceremony	instance of	award ceremony
Golden Globe Award ceremony	facet of	Golden Globe Awards
Golden Globe Award ceremony	subclass of	award ceremony
architectural heritage monument	has characteristic	architectural structure
New England town	subclass of	town in the United States
corporate title	subclass of	job title
corporate title	subclass of	profession
corporate title	said to be the same as	position
company	different from	company
company	different from	business
company	different from	enterprise
company	properties for this type	industry
company	said to be the same as	business
anime television series	subclass of	animated television series
anime television series	properties for this type	genre
combined statistical area	subclass of	geographic region
county of Maryland	subclass of	geographic location
role	subclass of	role
television production company	subclass of	film production company
university building	part of	university campus
university building	used by	university
jam band	subclass of	musical group
time zone	subclass of	geographic region
anime film	subclass of	animated film
anime film	instance of	film genre
business school	subclass of	higher education institution
American football position	subclass of	position
census-designated place in the United States	subclass of	unincorporated community in the United States
census-designated place in the United States	subclass of	statistical territorial entity
census-designated place in the United States	subclass of	human settlement
census-designated place in the United States	subclass of	geographic location
ethnic community	subclass of	ethnic group
ethnic community	properties for this type	country
ethnic community	properties for this type	ethnic group
ethnic community	has part(s)	national minority
new university	subclass of	university
college of music	subclass of	higher education institution
college of music	subclass of	music school
college of music	different from	music school
drama school	subclass of	educational institution
drama school	instance of	educational institution
music school	different from	college of music
telecommunication company	subclass of	business
telecommunication company	subclass of	company
scholarship	subclass of	award
fellowship	subclass of	award
public school	subclass of	independent school
public school	different from	public school
boys' school	instance of	educational institution
ice hockey position	subclass of	position
Nebula Award	subclass of	literary award
particular linguistics	is the study of	language
particular linguistics	instance of	academic discipline
constituent college	part of	collegiate university
constituent college	different from	university college
non-metropolitan district	properties for this type	country
theatrical occupation	subclass of	profession
theatrical occupation	subclass of	occupation
college	subclass of	higher education institution
college	subclass of	educational institution
college	different from	university
historical profession	subclass of	profession
university head	instance of	position
job title	different from	profession
collection	Wikidata property	collection
collection	instance of	academic discipline
collection	instance of	specialty
collection	instance of	field of study
design school	subclass of	art academy
university college	subclass of	higher education institution
university college	different from	university college
award for best leading actor	subclass of	film award category
award for best leading actor	opposite of	award for best leading actress
award for best leading actor	different from	award for best supporting actor
area of London	subclass of	human settlement
film award category	subclass of	class of award
award for best direction	subclass of	film award category
award for best screenplay	subclass of	film award category
hall of fame	subclass of	award
ethnic group by residency	is metaclass for	ethnic group
ethnic group by residency	properties for this type	country
ethnic group by residency	properties for this type	ethnic group
World Fantasy Awards	subclass of	literary award
theatre award	subclass of	award
military university	subclass of	university
military university	subclass of	higher education institution
university campus	part of	university
university campus	part of	university of applied sciences
university campus	part of	educational institution
university campus	has part(s)	university building
university campus	different from	university campus
award for best visual effects	subclass of	film award category
national minority	subclass of	ethnic community
fiction genre	subclass of	art genre
film school	subclass of	art academy
film school	instance of	educational institution
Primetime Emmy Award annual ceremony	subclass of	award ceremony
United States congressional district	subclass of	electoral unit
award for best leading actress	subclass of	film award category
historically black colleges and universities	has part(s) of the class	higher education institution
historically black colleges and universities	subclass of	higher education institution
liberal arts college in the United States	subclass of	liberal arts college
award	has part(s)	class of award
Tony Awards ceremony	subclass of	award ceremony
literary genre	subclass of	art genre
fantasy genre	subclass of	speculative fiction genre
season	subclass of	season
award for best original screenplay	subclass of	film award category
architectural structure	properties for this type	country
Colleges That Change Lives	subclass of	liberal arts college
school of education	subclass of	higher education institution
term of the Canadian federal parliament	subclass of	legislative term
class of music award	subclass of	class of award
undergraduate degree	subclass of	academic degree
academic title	different from	academic degree
academic title		academic degree
academic title	subclass of	award
Hundred Flowers Awards	instance of	award ceremony
