state capital	different from	national capital
business cluster	subclass of	urban area
animated film	subclass of	film
animated film		film genre
enterprise	subclass of	organization
enterprise	subclass of	business
enterprise	said to be the same as	business
enterprise	properties for this type	industry
enterprise	properties for this type	country
public company	subclass of	enterprise
public company	different from	government agency
independent city	subclass of	city in the United States
independent city	different from	consolidated city-county
type of sport	different from	sports discipline
standard variety		standard language
film	properties for this type	media franchise
film	properties for this type	production company
film	properties for this type	color
film	has characteristic	film genre
sports discipline	subclass of	type of sport
sports discipline	different from	type of sport
sports discipline		classification in sports
Option municipality	subclass of	local government in Germany
island	properties for this type	country
terra nullius	subclass of	territory
profession	different from	occupation
profession	different from	position
profession	different from	job title
profession	subclass of	occupation
profession	Wikidata property	occupation
profession	has characteristic	specialty
occupation	Wikidata property	occupation
occupation	different from	profession
occupation	different from	position
occupation	different from	activity
occupation	different from	field of work
occupation group according to ISCO-08	subclass of	occupation
sub-province-level division	subclass of	city
prefecture-level city	subclass of	city
prefecture-level city	subclass of	municipality
online database	subclass of	online service
media company	subclass of	business
online service	different from	web service
class of disease	different from	disease
class of disease	is metaclass for	disease
symptom or sign	different from	clinical sign
city of Portugal	subclass of	city
rock band	subclass of	musical group
rock band		type of musical group
city in Saudi Arabia	subclass of	city
direct-administered municipality	subclass of	municipality
disease		class of disease
disease	different from	class of disease
sanctuary city	subclass of	city
city designated by government ordinance	subclass of	city of Japan
city designated by government ordinance	subclass of	big city
city designated by government ordinance	next lower rank	core city of Japan
LGBT sanctuary city	subclass of	sanctuary city
music genre	different from	musical form
city of Ohio	subclass of	city in the United States
first-class city	subclass of	municipality
type foundry	subclass of	business
type foundry	Wikidata property	type foundry
data controller		role
software company	subclass of	business
private university	subclass of	university
private university	opposite of	public university
research university	subclass of	university
Colonial Colleges	subclass of	organization
private not-for-profit educational institution	subclass of	nonprofit organization
academic publisher	subclass of	publishing company
sexual orientation	different from	romantic orientation
romantic orientation	different from	sexual orientation
civil parish	subclass of	civil parish
television station	subclass of	broadcaster
television network	subclass of	broadcast network
radio network	subclass of	broadcast network
radio network	subclass of	business
film production company	subclass of	production company
film production company	industry	film industry
film production company	different from	film studio
historical region	subclass of	geographic region
historical region	Wikidata property	historical region
state capital in Germany	subclass of	state capital
association football league	subclass of	sports league
association football league	properties for this type	country
professional sports league	subclass of	sports league
professional sports league	subclass of	business
radio format	different from	radio genre
type of musical instrument	subclass of	family of musical instruments
type of musical instrument	different from	family of musical instruments
family of musical instruments	different from	type of musical instrument
automobile manufacturer	subclass of	enterprise
commercial organization	subclass of	organization
commercial organization	opposite of	nonprofit organization
commercial organization	said to be the same as	business
production company	subclass of	media company
production company	Wikidata property	production company
state or insular area capital of the United States	subclass of	state capital
state or insular area capital of the United States	subclass of	city in the United States
department of France		region of France
government agency	different from	public company
government agency	properties for this type	country
government agency	properties for this type	field of work
industry		economic sector
industry	Wikidata property	industry
industry	different from	economic sector
political party	properties for this type	country
voice type	Wikidata property	voice type
state of Mexico	subclass of	federated state
sequel film	subclass of	film
sequel film		film series
municipality of the Netherlands	subclass of	municipality
municipality seat	subclass of	human settlement
municipality seat		municipality
aerospace manufacturer	subclass of	enterprise
weapons manufacturing company	subclass of	business
rail vehicle manufacturer	subclass of	business
rail vehicle manufacturer		industry
film genre	is metaclass for	film
film genre	facet of	film theme
decimal currency	subclass of	currency
lake	properties for this type	country
standard language	subclass of	language
standard language		literary language
literary language		standard language
city of Oregon	subclass of	city in the United States
canton of Switzerland	subclass of	federated state
television series	different from	miniseries
television series	subclass of	television program
television series	subclass of	series of creative works
television series		form of television program
empire		form of government
empire		form of state
historical country	subclass of	former administrative territorial entity
historical country	Wikidata property	country
federal republic	subclass of	federation
federal republic	subclass of	republic
federal republic		form of government
manner of death	Wikidata property	manner of death
manner of death	different from	cause of death
type of crime	subclass of	activity
anime film	subclass of	animated film
anime film		film genre
title of authority	subclass of	job title
title of authority	subclass of	position
title of authority	different from	position
title of authority	said to be the same as	position
television genre	is metaclass for	television program
religious occupation	properties for this type	country
religious occupation	subclass of	occupation
religious occupation	subclass of	position
million city	subclass of	city
corporate title	subclass of	job title
corporate title	subclass of	profession
corporate title	said to be the same as	position
people	said to be the same as	nation
people	has part(s)	human
people	different from	ethnic group
people	different from	human
people	different from	nation
public research university	subclass of	public university
university	subclass of	higher education institution
university	properties for this type	country
university	uses	university building
university campus		university
university campus		educational institution
university campus	has part(s)	university building
university campus	different from	university campus
new religious movement	subclass of	religious movement
religion	permanent duplicated item	religion
religion		activity
superpower	different from	superpower
Olympic sport	subclass of	type of sport
filmmaking occupation	subclass of	profession
radio genre	different from	radio format
military campaign	subclass of	military operation
offensive	subclass of	military operation
civil war	subclass of	war
region of Japan	subclass of	geographic region
nationality	different from	ethnic group
nationality	different from	state
nationality	different from	nation
nationality	subclass of	ethnic group
chemistry award	subclass of	science award
Star Trek film	subclass of	film
food manufacturer	subclass of	business
cause of death	Wikidata property	cause of death
cause of death	different from	manner of death
public university	subclass of	university
public university	opposite of	private university
open-access publisher	subclass of	publishing company
ancient university	subclass of	university
biological sex	subclass of	role
royal palace	subclass of	palace
castle	different from	palace
historic house museum	different from	historic house museum
defense contractor	subclass of	organization
award for best film	facet of	film
Academy Awards	different from	Academy Awards ceremony
Academy Awards	subclass of	film award
specialty channel	subclass of	television network
municipality of Georgia	subclass of	municipality
airline	properties for this type	country
town	different from	big city
town	different from	city
town	next higher rank	city
separated municipality in Ontario	subclass of	single-tier municipality
record label	subclass of	brand
record label	Wikidata property	record label
record label	different from	record company
record label	facet of	record company
film distributor	subclass of	media company
film distributor	subclass of	profession
film distributor	subclass of	filmmaking occupation
film distributor	different from	film distributor
public office	subclass of	position
job title	different from	profession
position	subclass of	role
position	different from	occupation
position	different from	profession
position	said to be the same as	corporate title
position	properties for this type	country
institute of technology	subclass of	university
polytechnic	subclass of	institute of technology
video game publisher	subclass of	board game publishing company
video game publisher	subclass of	business
video game publisher	different from	video game developer
musical form	different from	musical form
musical form	different from	music genre
pharmaceutical company	subclass of	business
military cemetery	subclass of	cemetery
United States national cemetery	subclass of	military cemetery
United States national cemetery	subclass of	cemetery
cemetery	properties for this type	country
cemetery	different from	cemetery
Direct Reporting Unit	different from	Direct Reporting Unit
Christian movement	different from	Christian denomination
Christian movement	subclass of	religious movement
list of best books	subclass of	award
hall of fame	subclass of	award
record company	subclass of	business
record company	subclass of	media company
record label group	facet of	major label
Colleges That Change Lives	subclass of	liberal arts college
television production company	subclass of	production company
television production company	subclass of	film production company
city in New Jersey	subclass of	city in the United States
university head	subclass of	corporate title
university head		position
university head		public office
film studio	subclass of	media company
film studio	different from	film production company
academic enclave	subclass of	neighborhood
trademark		brand
professional degree	subclass of	academic degree
postgraduate degree	subclass of	academic degree
postgraduate degree		academic degree
postgraduate degree	said to be the same as	graduate school
city of California		county of California
city of California	subclass of	city in the United States
thoracic disease		class of disease
basketball position	subclass of	position
gay village	subclass of	neighborhood
multilateral development bank	subclass of	international financial institution
research institute	properties for this type	field of work
research institute	different from	graduate school
publishing company	properties for this type	country
vocal group		type of musical group
subscription television		industry
media franchise	subclass of	series of creative works
media franchise	Wikidata property	media franchise
brand	Wikidata property	brand
miniseries	different from	television series
miniseries		form of television program
educational organization	subclass of	organization
educational organization	said to be the same as	educational institution
educational organization	different from	educational institution
video game developer	different from	video game publisher
video game developer		organization
board game publishing company	subclass of	publishing company
board game publishing company	subclass of	organization
film industry	has part(s)	film distributor
film industry		industry
Golden Globe Award ceremony		television program
Golden Globe Award ceremony		award ceremony
Golden Globe Award ceremony	subclass of	award ceremony
form of television program	is metaclass for	television program
national university	subclass of	university
national university	subclass of	higher education institution
national university	subclass of	public university
comprehensive university	subclass of	university
Government body of Australia	subclass of	government agency
baseball team	properties for this type	country
territory	subclass of	geographic region
territory	different from	territory
territory	different from	territory
human-geographic territorial entity	subclass of	territory
human-geographic territorial entity		cultural region
mainland	subclass of	geographic region
land-grant university	subclass of	university
animated television series	subclass of	television series
Star Trek series	subclass of	television series
school building	different from	school
university building		university campus
university building	used by	university
educational institution	properties for this type	field of work
academic department	subclass of	educational institution
academic department		faculty
collegiate university	subclass of	university
higher education institution	subclass of	educational institution
higher education institution	has part(s) of the class	academic department
higher education institution	has part(s) of the class	faculty
film remake	subclass of	remake
film remake	subclass of	film
news website	said to be the same as	online newspaper
United States cable news	subclass of	cable channel
United States cable news	subclass of	news program
United States cable news	subclass of	media company
anime television series	subclass of	animated television series
anime television series	properties for this type	production company
broadcaster		television network
broadcaster	subclass of	organization
broadcaster	subclass of	media company
census-designated place in the United States	subclass of	unincorporated community in the United States
census-designated place in the United States	subclass of	statistical territorial entity
census-designated place in the United States	subclass of	human settlement
electoral principate		form of state
state in the Holy Roman Empire	subclass of	federated state
town in the United States	different from	city in the United States
Academy Awards ceremony	subclass of	award ceremony
Academy Awards ceremony	subclass of	television program
Academy Awards ceremony	facet of	Academy Awards
Academy Awards ceremony	different from	Academy Awards
standard time zone in North America	subclass of	time zone
state university system		educational institution
Red brick university	subclass of	university
clinical sign	subclass of	symptom or sign
film duology	subclass of	film series
television program	subclass of	series of creative works
county of Maryland	has part(s)	county seat
musical profession	subclass of	profession
invasion	subclass of	offensive
news program		television genre
news program		radio genre
New England town	subclass of	town in the United States
suburb	subclass of	human settlement
suburb	subclass of	neighborhood
sports league	has part(s) of the class	season
sports league	different from	season
literary award	subclass of	award
literary award	subclass of	event
medallion	subclass of	award
neighborhood	subclass of	human-geographic territorial entity
neighborhood		city
neighborhood		municipality
neighborhood	properties for this type	country
supergroup	subclass of	musical group
supergroup		type of musical group
supergroup	different from	supergroup
business school	subclass of	school
business school	subclass of	higher education institution
constituent college		collegiate university
theater of war	subclass of	human-geographic territorial entity
theater of war		war
war	participant	state
musical duo	subclass of	musical group
musical duo		type of musical group
town of New Jersey	subclass of	town in the United States
class of award	subclass of	award
input device	Wikidata property	input device
Cannes Film Festival Awards	subclass of	film award
town of New York	subclass of	town in the United States
jam band	subclass of	musical group
jam band		type of musical group
theatrical occupation	subclass of	profession
theatrical occupation	subclass of	occupation
air force academy	subclass of	military academy
Separate Operating Agency	subclass of	government agency
Field Operating Agency	subclass of	government agency
United States Service academies		military academy
award for best leading actor	opposite of	award for best leading actress
award for best leading actor	different from	award for best supporting actor
film award category	subclass of	class of award
film award category	is metaclass for	film award
British Academy Film Awards	subclass of	film award
award for best supporting actor	opposite of	award for best supporting actress
award for best supporting actor	different from	award for best leading actor
college of music	subclass of	higher education institution
college of music	subclass of	music school
college of music	different from	music school
drama school	subclass of	educational institution
drama school		educational institution
music school	different from	college of music
American football position	subclass of	position
television channel	different from	television network
film theme	facet of	film genre
color	Wikidata property	color
color	model item	primary color
ice hockey position	subclass of	position
lifetime achievement award	subclass of	class of award
baseball position	subclass of	position
college	subclass of	higher education institution
college	subclass of	educational institution
college	different from	university
normal school	subclass of	school
normal school	subclass of	educational institution
normal school		educational institution
boarding school	subclass of	school
boarding school	subclass of	school building
public school	subclass of	independent school
public school	different from	public school
school	subclass of	educational institution
school	has part(s)	school building
school	uses	school building
school	different from	school building
Primetime Emmy Award annual ceremony	subclass of	award ceremony
Primetime Emmy Award annual ceremony	subclass of	television program
plucked string instrument		family of musical instruments
technical sciences	subclass of	branch of science
district or neighborhood of Los Angeles	facet of	neighborhood
district or neighborhood of Los Angeles		neighborhood
ethnic minority group	subclass of	ethnic group
ethnic minority group	said to be the same as	ethnic group
Wikimedia list article	properties for this type	country
Golden Raspberry Awards	subclass of	film award
Screen Actors Guild Award	subclass of	film award
award for best direction		film award
activity	different from	occupation
academic degree	Wikidata property	academic degree
academic degree	different from	academic degree
academic degree	subclass of	award
architectural firm	subclass of	business
architectural firm		industry
private for-profit educational institution	subclass of	commercial organization
college and university ranking	facet of	university
publication	different from	publishing company
military academy	subclass of	higher education institution
military school	subclass of	educational institution
award for best supporting actress	opposite of	award for best supporting actor
award for best supporting actress	different from	award for best leading actress
award for best supporting actress	different from	award for best new actress
Goya Awards	subclass of	film award
television film	subclass of	film
television film	subclass of	television program
television film		form of television program
private school	subclass of	school
primary school	subclass of	school
liberal arts college in the United States	subclass of	liberal arts college
MTV Movie & TV Awards	subclass of	film award
MTV Movie & TV Awards		television program
European Film Awards	subclass of	film award
Critics' Choice Movie Award	subclass of	film award
season	different from	sports league
season	subclass of	season
film award	subclass of	award
film award	field of work	film
film series	subclass of	series of creative works
film series	subclass of	media franchise
film series	has part(s)	sequel film
film series	has part(s) of the class	film
time by area	has characteristic	time zone
time zone	subclass of	geographic region
film school	subclass of	art academy
film school		educational institution
award for best book (by genre)	subclass of	class of award
Chicago Film Critics Association Awards	subclass of	film award
Independent Spirit Awards	subclass of	film award
Christian school	subclass of	Christian organization
master of ceremonies		profession
master of ceremonies		occupation
master of ceremonies		role
award	has part(s)	class of award
Pulitzer Prize		science award
award for best leading actress	opposite of	award for best leading actor
award for best leading actress	different from	award for best supporting actress
award for best leading actress	different from	award for best new actress
National Board of Review Awards	subclass of	film award
historically black colleges and universities	has part(s) of the class	higher education institution
historically black colleges and universities	subclass of	higher education institution
graduate school	different from	research institute
graduate school	subclass of	higher education institution
graduate school	subclass of	research institute
law school	subclass of	faculty
ethnoreligious group	subclass of	ethnic group
ethnoreligious group	subclass of	religious identity
ethnoreligious group	has characteristic	religious identity
award for best new actress	different from	award for best leading actress
award for best new actress	different from	award for best supporting actress
Filmfare Awards	subclass of	film award
Filmfare Awards		award ceremony
Satellite Awards	subclass of	film award
faculty	subclass of	higher education institution
faculty		university
faculty	has part(s)	academic department
community college	subclass of	higher education institution
class of music award	subclass of	class of award
theatre award	subclass of	award
Tony Awards ceremony	subclass of	award ceremony
legal profession	subclass of	profession
legal profession		occupation group according to ISCO-08
novel genre	subclass of	literary genre
Eastern Orthodox church building	properties for this type	country
telecommunication company	subclass of	business
Genie Awards	subclass of	film award
term of the Canadian federal parliament	subclass of	legislative term
Hong Kong Film Awards	subclass of	film award
broadcast network	subclass of	broadcaster
broadcast network	has part(s) of the class	broadcaster
high school	properties for this type	country
National Society of Film Critics Award	subclass of	film award
special award	subclass of	award
